produto_1,id_1,produto_2,id_2,similaridade
Transponder Furuno Pulse Axis,31,Transponder AIS Helix Torque,34,0.7200640085345973
Motor de Popa Parsun Impulse 162HP,85,Cabo de Nylon Danforth Titan Poseidon,135,0.7200640085345973
GPS AIS Zen,8,Motor Diesel Yanmar Velocity 37HP,62,0.7200640085345973
GPS AIS Zen,8,Corrente Danforth Force Leviathan Impulse,147,0.7200640085345973
Transponder Furuno Pulse Axis,31,Cabo de Nylon Danforth Evo Aqua Mako,109,0.7200640085345973
Boia de Arqueamento Delta Zen Boost Vortex,130,Âncora Danforth Vector Evo,142,0.7200640085345973
Transponder Furuno Pulse Axis,31,Cabo de Nylon Delta Velocity Oceanic Abyss,116,0.7200640085345973
Motor Diesel Honda Zen Tidal Mako 26HP,52,Motor de Popa Parsun Impulse 162HP,85,0.7200640085345973
Motor Elétrico Torqeedo Velocity Swift 74HP,56,Boia de Arqueamento Delta Zen Boost Vortex,130,0.7200640085345973
Boia de Arqueamento Bruce Nexus Abyss,141,Cabo de Nylon Bruce Core,149,0.7200640085345973
Âncora Danforth Vector Evo,142,Corrente Danforth Force Leviathan Impulse,147,0.7200640085345973
GPS Furuno Magnum Drift,48,Motor Diesel Honda Aero 205HP,76,0.7200640085345973
Piloto Automático Simrad Poseidon Magnum,50,Cabo de Nylon Delta Vortex,101,0.7200640085345973
Motor Diesel Yanmar Hydro Magnum Boost 267HP,59,Motor Diesel Yanmar Velocity 37HP,62,0.7200640085345973
Motor Diesel Yanmar Velocity 37HP,62,Cabo de Nylon Delta Vortex,101,0.7200640085345973
Sonda AIS Impulse Oceanic Zenith,32,Motor de Popa Volvo Maré 69HP,80,0.7200640085345973
Sonda AIS Impulse Oceanic Zenith,32,Motor Diesel Tohatsu Vector 197HP,77,0.7200640085345973
Boia de Arqueamento Delta Zen Boost Vortex,130,Âncora Danforth Impulse,137,0.7200640085345973
Motor Diesel Honda Zen Tidal Mako 26HP,52,Motor de Popa Torqeedo Zenith Peak Thrust 212HP,84,0.7200640085345973
Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,Âncora Danforth Oceanic Helix Flux,121,0.7191012094028307
Rádio AIS Force,38,Âncora Danforth Oceanic Helix Flux,121,0.7191012094028307
Corrente Danforth Zen Abyss Axis,117,Boia de Arqueamento Danforth Flux Tidal,120,0.7191012094028307
GPS Simrad Zen Hydra Peak,44,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.7189966356788138
Motor de Popa Torqeedo Nautic Swift 223HP,65,Motor de Popa Tohatsu Evo 168HP,97,0.7189966356788138
Motor de Popa Tohatsu Evo 168HP,97,Corrente Danforth Tidal,112,0.7189966356788138
Motor Diesel Honda Prime 84HP,61,Corrente Danforth Zen Abyss Axis,117,0.7189966356788138
Rádio AIS Hydro Tidal Zen,4,Motor Diesel Honda Leviathan 133HP,95,0.7189966356788138
Rádio AIS Force,38,Motor Diesel Honda Prime 84HP,61,0.7189966356788138
Corrente Danforth Tidal,112,Corrente Danforth Zen Abyss Axis,117,0.7189966356788138
Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,Boia de Arqueamento Bruce Marlin Hydra,128,0.7189966356788138
Motor de Popa Tohatsu Evo 168HP,97,Boia de Arqueamento Delta Force Vox,118,0.7189966356788138
Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,Boia de Arqueamento Delta Force Vox,118,0.7189966356788138
Rádio AIS Force,38,Boia de Arqueamento Bruce Marlin Hydra,128,0.7189966356788138
Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,Corrente Danforth Tidal,112,0.7189966356788138
Rádio AIS Force,38,Boia de Arqueamento Delta Force Vox,118,0.7189966356788138
Motor de Popa Tohatsu Evo 168HP,97,Boia de Arqueamento Bruce Marlin Hydra,128,0.7189966356788138
Motor de Popa Torqeedo Nautic Swift 223HP,65,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.7189966356788138
Rádio AIS Hydro Tidal Zen,4,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.7189966356788138
Rádio AIS Force,38,GPS Simrad Zen Hydra Peak,44,0.7189966356788138
Motor de Popa Torqeedo Nautic Swift 223HP,65,Corrente Danforth Zen Abyss Axis,117,0.7189966356788138
Motor de Popa Yamaha Evo Dash 155HP,54,Motor Elétrico Yamaha Swift Drift Current 265HP,64,0.7187499999999999
Motor de Popa Yamaha Mako 108HP,67,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.7184212081070998
Rádio AIS Force,38,Sonda AIS Magnum Boost,46,0.7184212081070998
Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,Corrente Delta Boost,129,0.7184212081070998
Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,Âncora Delta Storm Vox,134,0.7184212081070998
Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,Cabo de Nylon Danforth Kinetic,125,0.7184212081070998
Sonda AIS Magnum Boost,46,Corrente Danforth Zen Abyss Axis,117,0.7184212081070998
Sonda AIS Magnum Boost,46,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.7184212081070998
Motor de Popa Tohatsu Ion Core Nautic 53HP,58,Motor de Popa Tohatsu Evo 168HP,97,0.7184212081070998
Transponder AIS Boost,30,Motor de Popa Tohatsu Evo 168HP,97,0.7184212081070998
Corrente Danforth Zen Abyss Axis,117,Corrente Delta Boost,129,0.7184212081070998
Transponder Furuno Force Ion,22,Motor de Popa Tohatsu Evo 168HP,97,0.7184212081070998
Rádio AIS Oceanic Pulse,17,Motor de Popa Tohatsu Evo 168HP,97,0.7184212081070998
Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,Boia de Arqueamento Bruce Titan,108,0.7184212081070998
Motor de Popa Torqeedo Ultra Impulse 292HP,69,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.7184212081070998
Rádio AIS Force,38,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,0.7184212081070998
Transponder AIS Boost,30,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.7184212081070998
Motor de Popa Tohatsu Evo 168HP,97,Âncora Delta Storm Vox,134,0.7184212081070998
Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,Corrente Danforth Zen Abyss Axis,117,0.7184212081070998
GPS Lowrance Evo Storm Drift,37,Motor Diesel Honda Leviathan 133HP,95,0.7184212081070998
Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,Motor de Popa Tohatsu Evo 168HP,97,0.7184212081070998
GPS Furuno Vector,39,Motor de Popa Tohatsu Evo 168HP,97,0.7184212081070998
Rádio AIS Force,38,Motor de Popa Tohatsu Poseidon Helix Prime 135HP,66,0.7184212081070998
Motor de Popa Tohatsu Evo 168HP,97,Boia de Arqueamento Bruce Titan,108,0.7184212081070998
Motor Diesel Parsun Boost Helix Velocity 146HP,70,Motor Diesel Honda Leviathan 133HP,95,0.7184212081070998
GPS AIS Drift Flux Vox,12,Rádio AIS Force,38,0.7184212081070998
Motor Elétrico Torqeedo Pulse 300HP,71,Motor de Popa Tohatsu Evo 168HP,97,0.7184212081070998
Transponder AIS Boost,30,Rádio AIS Force,38,0.7184212081070998
Piloto Automático Furuno Torque Peak,23,Motor Diesel Honda Leviathan 133HP,95,0.7184212081070998
Piloto Automático Furuno Core Boost Flux,26,Motor Elétrico Yamaha Swift Drift Current 265HP,64,0.7178049194865025
Rádio Lowrance Nitro Thrust Barracuda,25,Radar Lowrance Aqua Pulse,36,0.7178049194865025
Motor de Popa Yamaha Evo Dash 155HP,54,Motor Diesel Parsun Velocity Abyss Orca 235HP,98,0.7178049194865025
Piloto Automático Simrad Titan Flux Magnum,10,Piloto Automático Furuno Core Boost Flux,26,0.7178049194865025
Motor Elétrico Yamaha Swift Drift Current 265HP,64,Corrente Delta Vox Ion,146,0.7171371656006365
Piloto Automático Simrad Titan Flux Magnum,10,Motor Elétrico Volvo Boost 225HP,87,0.7171371656006365
Radar Lowrance Aqua Pulse,36,Cabo de Nylon Danforth Magnum Vox,150,0.7171371656006365
Motor Elétrico Yamaha Swift Drift Current 265HP,64,Âncora Delta Hydra Kraken Velocity,143,0.7171371656006365
Sonda Garmin Axis,16,Motor Elétrico Yamaha Swift Drift Current 265HP,64,0.7171371656006365
Sonda Furuno Maré Tidal,40,Motor de Popa Yamaha Evo Dash 155HP,54,0.7171371656006365
Motor de Popa Yamaha Evo Dash 155HP,54,Âncora Delta Force Barracuda Mako,148,0.7171371656006365
Motor de Popa Yamaha Evo Dash 155HP,54,Motor Diesel Volvo Flow Oceanic 259HP,55,0.7171371656006365
Radar AIS Zen,7,Radar Lowrance Aqua Pulse,36,0.7171371656006365
Motor Elétrico Honda Vector Abyss 220HP,100,Âncora Danforth Nitro Titan Vox,106,0.7171371656006365
Radar Lowrance Aqua Pulse,36,Cabo de Nylon Delta Zen Vortex Storm,104,0.7171371656006365
Motor Elétrico Honda Vector Abyss 220HP,100,Âncora Bruce Core Pulse,133,0.7171371656006365
Sonda Furuno Maré Tidal,40,Motor Elétrico Honda Vector Abyss 220HP,100,0.7171371656006365
Rádio Simrad Orca,29,Motor de Popa Yamaha Evo Dash 155HP,54,0.7169241683455055
Motor Diesel Honda Zen Tidal Mako 26HP,52,Motor Elétrico Yamaha Swift Drift Current 265HP,64,0.7169241683455055
Transponder AIS Vector,6,Motor Elétrico Honda Vector Abyss 220HP,100,0.7169241683455055
Radar Lowrance Aqua Pulse,36,Corrente Danforth Force Leviathan Impulse,147,0.7169241683455055
Motor Diesel Tohatsu Vector 197HP,77,Motor Elétrico Honda Vector Abyss 220HP,100,0.7169241683455055
Rádio Simrad Axis,18,Motor Elétrico Honda Vector Abyss 220HP,100,0.7169241683455055
Motor Elétrico Honda Vector Abyss 220HP,100,Boia de Arqueamento Bruce Barracuda,144,0.7169241683455055
Piloto Automático Simrad Poseidon Magnum,50,Motor Elétrico Yamaha Swift Drift Current 265HP,64,0.7169241683455055
Piloto Automático Simrad Titan Flux Magnum,10,Boia de Arqueamento Delta Zen Boost Vortex,130,0.7169241683455055
Motor Diesel Honda Zen Tidal Mako 26HP,52,Motor Elétrico Honda Vector Abyss 220HP,100,0.7169241683455055
Piloto Automático Simrad Titan Flux Magnum,10,Cabo de Nylon Danforth Titan Poseidon,135,0.7169241683455055
Piloto Automático Simrad Titan Flux Magnum,10,Boia de Arqueamento Bruce Barracuda,144,0.7169241683455055
Radar Lowrance Aqua Pulse,36,Piloto Automático Simrad Poseidon Magnum,50,0.7169241683455055
Motor de Popa Yamaha Evo Dash 155HP,54,Corrente Danforth Force Leviathan Impulse,147,0.7169241683455055
Radar Lowrance Aqua Pulse,36,GPS Furuno Magnum Drift,48,0.7169241683455055
Rádio Simrad Axis,18,Radar Lowrance Aqua Pulse,36,0.7169241683455055
Radar Lowrance Aqua Pulse,36,Boia de Arqueamento Delta Zen Boost Vortex,130,0.7169241683455055
Motor Elétrico Yamaha Swift Drift Current 265HP,64,Boia de Arqueamento Bruce Nexus Abyss,141,0.7169241683455055
Rádio Simrad Axis,18,Motor de Popa Yamaha Evo Dash 155HP,54,0.7169241683455055
Piloto Automático Simrad Titan Flux Magnum,10,Rádio Simrad Orca,29,0.7169241683455055
Motor de Popa Yamaha Evo Dash 155HP,54,Boia de Arqueamento Delta Zen Boost Vortex,130,0.7169241683455055
GPS Furuno Swift Leviathan Poseidon,11,GPS AIS Orca Marlin Velocity,24,0.7167580288225633
Motor Diesel Tohatsu Evo Zenith 16HP,51,Motor de Popa Honda Velocity Drift 258HP,60,0.7167580288225633
Motor Diesel Tohatsu Evo Zenith 16HP,51,Âncora Danforth Oceanic Helix Flux,121,0.7167580288225633
GPS AIS Orca Marlin Velocity,24,Corrente Danforth Zenith Oceanic Torque,122,0.7167580288225633
Radar Simrad Boost,13,Motor de Popa Honda Velocity Drift 258HP,60,0.7164977208318384
Motor de Popa Honda Velocity Drift 258HP,60,Motor Elétrico Yamaha Flow 204HP,93,0.7164977208318384
Radar Simrad Boost,13,GPS AIS Orca Marlin Velocity,24,0.7164977208318384
Motor de Popa Honda Ion Vox Prime 163HP,68,Motor Elétrico Yamaha Flow 204HP,93,0.7164977208318384
Motor de Popa Honda Ion Vox Prime 163HP,68,Boia de Arqueamento Bruce Dash Titan Pulse,140,0.7164977208318384
Transponder Lowrance Axis,42,Motor de Popa Honda Vector Kinetic 174HP,57,0.7164977208318384
Motor de Popa Honda Velocity Drift 258HP,60,Motor Elétrico Yamaha Nautic Kraken 133HP,92,0.7164977208318384
Motor Diesel Volvo Helix Evo Force 144HP,86,Boia de Arqueamento Danforth Flux Tidal,120,0.7164977208318384
Rádio Simrad Tidal Aqua,47,Cabo de Nylon Danforth Orca Aero,123,0.7164977208318384
Sonda Furuno Swift,49,Âncora Danforth Oceanic Helix Flux,121,0.7164977208318384
Motor Elétrico Yamaha Flow 204HP,93,Âncora Danforth Oceanic Helix Flux,121,0.7164977208318384
Âncora Delta Mako Ultra,113,Boia de Arqueamento Danforth Flux Tidal,120,0.7164977208318384
Rádio Simrad Tidal Aqua,47,Âncora Danforth Oceanic Helix Flux,121,0.7164977208318384
Transponder Lowrance Axis,42,Motor Diesel Volvo Helix Evo Force 144HP,86,0.7164977208318384
Transponder Lowrance Axis,42,Motor Elétrico Yamaha Flow 204HP,93,0.7164977208318384
GPS AIS Orca Marlin Velocity,24,Cabo de Nylon Bruce Nexus,102,0.7164977208318384
Transponder Lowrance Axis,42,Âncora Delta Mako Ultra,113,0.7164977208318384
Motor Elétrico Honda Mako Axis 131HP,78,Cabo de Nylon Danforth Prime,105,0.7164977208318384
Piloto Automático AIS Core,28,Cabo de Nylon Danforth Orca Aero,123,0.7156264473321348
Cabo de Nylon Delta Force Magnum Leviathan,115,Âncora Danforth Oceanic Helix Flux,121,0.7156264473321348
GPS Garmin Vortex Maré Drift,27,Âncora Danforth Oceanic Helix Flux,121,0.7156264473321348
Boia de Arqueamento Danforth Flux Tidal,120,Boia de Arqueamento Danforth Torque,139,0.7156264473321348
Motor de Popa Volvo Hydro Dash 256HP,72,Cabo de Nylon Danforth Orca Aero,123,0.7156264473321348
Piloto Automático AIS Core,28,Cabo de Nylon Danforth Prime,105,0.7156264473321348
Transponder Garmin Drift Vortex Marlin,33,Cabo de Nylon Danforth Orca Aero,123,0.7156264473321348
Transponder AIS Maré Magnum,1,Âncora Danforth Oceanic Helix Flux,121,0.7156264473321348
Transponder Garmin Drift Vortex Marlin,33,Cabo de Nylon Danforth Prime,105,0.7156264473321348
Transponder AIS Maré Magnum,1,GPS AIS Orca Marlin Velocity,24,0.7156264473321348
Motor de Popa Honda Ion Vox Prime 163HP,68,Motor de Popa Volvo Hydro Dash 256HP,72,0.7156264473321348
Motor de Popa Honda Velocity Drift 258HP,60,Cabo de Nylon Delta Force Magnum Leviathan,115,0.7156264473321348
GPS Garmin Vortex Maré Drift,27,Motor de Popa Honda Ion Vox Prime 163HP,68,0.7156264473321348
GPS Garmin Vortex Maré Drift,27,Transponder Lowrance Axis,42,0.7156264473321348
Transponder Garmin Drift Vortex Marlin,33,Motor de Popa Honda Ion Vox Prime 163HP,68,0.7156264473321348
GPS AIS Orca Marlin Velocity,24,Cabo de Nylon Delta Force Magnum Leviathan,115,0.7156264473321348
Transponder Lowrance Axis,42,Motor de Popa Volvo Hydro Dash 256HP,72,0.7156264473321348
Âncora Bruce Aqua,119,Âncora Danforth Oceanic Helix Flux,121,0.7156264473321348
Transponder Lowrance Axis,42,Âncora Bruce Aqua,119,0.7156264473321348
Motor de Popa Parsun Impulse 162HP,85,Âncora Danforth Oceanic Helix Flux,121,0.7154547587901785
Transponder AIS Helix Torque,34,Motor de Popa Honda Ion Vox Prime 163HP,68,0.7154547587901785
Motor de Popa Honda Ion Vox Prime 163HP,68,Cabo de Nylon Delta Velocity Oceanic Abyss,116,0.7154547587901785
Motor Elétrico Yamaha Orca Storm Zenith 11HP,89,Âncora Danforth Oceanic Helix Flux,121,0.7154547587901785
Cabo de Nylon Delta Vortex,101,Cabo de Nylon Danforth Orca Aero,123,0.7154547587901785
Boia de Arqueamento Danforth Flux Tidal,120,Corrente Delta Axis,124,0.7154547587901785
Boia de Arqueamento Danforth Flux Tidal,120,Boia de Arqueamento Danforth Core Vortex,131,0.7154547587901785
GPS AIS Orca Marlin Velocity,24,Cabo de Nylon Bruce Core,149,0.7154547587901785
GPS AIS Orca Marlin Velocity,24,Âncora Danforth Impulse,137,0.7154547587901785
Motor de Popa Torqeedo Core Hydra Flux 162HP,73,Boia de Arqueamento Danforth Flux Tidal,120,0.7154547587901785
Motor Elétrico Torqeedo Velocity Swift 74HP,56,Âncora Danforth Oceanic Helix Flux,121,0.7154547587901785
GPS AIS Orca Marlin Velocity,24,Cabo de Nylon Delta Vortex,101,0.7154547587901785
Âncora Danforth Oceanic Helix Flux,121,Corrente Delta Axis,124,0.7154547587901785
Motor de Popa Torqeedo Core Hydra Flux 162HP,73,Cabo de Nylon Danforth Prime,105,0.7154547587901785
Cabo de Nylon Delta Vortex,101,Boia de Arqueamento Danforth Flux Tidal,120,0.7154547587901785
Motor Elétrico Yamaha Orca Storm Zenith 11HP,89,Cabo de Nylon Danforth Orca Aero,123,0.7154547587901785
GPS AIS Orca Marlin Velocity,24,Motor Diesel Honda Aero 205HP,76,0.7154547587901785
Transponder Lowrance Axis,42,Cabo de Nylon Delta Velocity Core Mako,127,0.7154547587901785
Motor de Popa Honda Velocity Drift 258HP,60,Motor de Popa Parsun Impulse 162HP,85,0.7154547587901785
Transponder Lowrance Axis,42,Corrente Delta Axis,124,0.7154547587901785
GPS AIS Orca Marlin Velocity,24,Sonda AIS Impulse Oceanic Zenith,32,0.7154547587901785
Transponder Lowrance Axis,42,Cabo de Nylon Delta Vortex,101,0.7154547587901785
Cabo de Nylon Danforth Prime,105,Corrente Delta Axis,124,0.7154547587901785
Transponder Lowrance Axis,42,Motor de Popa Torqeedo Zenith Peak Thrust 212HP,84,0.7154547587901785
Cabo de Nylon Danforth Prime,105,Âncora Danforth Impulse,137,0.7154547587901785
Cabo de Nylon Danforth Prime,105,Cabo de Nylon Bruce Core,149,0.7154547587901785
Sonda AIS Impulse Oceanic Zenith,32,Âncora Danforth Oceanic Helix Flux,121,0.7154547587901785
Motor de Popa Honda Ion Vox Prime 163HP,68,Motor de Popa Torqeedo Zenith Peak Thrust 212HP,84,0.7154547587901785
Sonda AIS Impulse Oceanic Zenith,32,Motor de Popa Honda Velocity Drift 258HP,60,0.7154547587901785
Sonda AIS Impulse Oceanic Zenith,32,Motor de Popa Honda Ion Vox Prime 163HP,68,0.7154547587901785
Motor de Popa Honda Ion Vox Prime 163HP,68,Corrente Delta Axis,124,0.7154547587901785
Motor de Popa Honda Velocity Drift 258HP,60,Motor de Popa Torqeedo Zenith Peak Thrust 212HP,84,0.7154547587901785
Cabo de Nylon Delta Vortex,101,Âncora Danforth Oceanic Helix Flux,121,0.7154547587901785
Motor Diesel Honda Aero 205HP,76,Cabo de Nylon Danforth Prime,105,0.7154547587901785
Motor de Popa Honda Velocity Drift 258HP,60,Cabo de Nylon Delta Velocity Core Mako,127,0.7154547587901785
Motor de Popa Honda Velocity Drift 258HP,60,Cabo de Nylon Delta Vortex,101,0.7154547587901785
Cabo de Nylon Danforth Orca Aero,123,Cabo de Nylon Bruce Core,149,0.7154547587901785
Corrente Bruce Nautic Evo,132,Cabo de Nylon Bruce Flux Hydro,136,0.7145774380937866
Motor Diesel Parsun Boost Helix Velocity 146HP,70,Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,0.7145774380937866
Motor de Popa Yamaha Mako 108HP,67,Corrente Bruce Current,110,0.7145774380937866
Motor Elétrico Torqeedo Pulse 300HP,71,Motor Elétrico Yamaha Flow 204HP,93,0.7145774380937866
Motor Elétrico Torqeedo Pulse 300HP,71,Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,0.7145774380937866
GPS Lowrance Evo Storm Drift,37,Corrente Bruce Current,110,0.7145774380937866
Rádio Simrad Tidal Aqua,47,Boia de Arqueamento Bruce Titan,108,0.7145774380937866
Motor Diesel Parsun Boost Helix Velocity 146HP,70,Boia de Arqueamento Bruce Dash Titan Pulse,140,0.7145774380937866
Rádio Simrad Tidal Aqua,47,Boia de Arqueamento Bruce Tidal Marlin,107,0.7145774380937866
Motor Diesel Parsun Boost Helix Velocity 146HP,70,Âncora Delta Mako Ultra,113,0.7145774380937866
Motor Diesel Parsun Boost Helix Velocity 146HP,70,Cabo de Nylon Bruce Nexus,102,0.7145774380937866
GPS Furuno Vector,39,Rádio Simrad Tidal Aqua,47,0.7145774380937866
Motor Diesel Parsun Boost Helix Velocity 146HP,70,Motor Elétrico Yamaha Nautic Kraken 133HP,92,0.7145774380937866
Motor de Popa Yamaha Mako 108HP,67,Boia de Arqueamento Bruce Dash Titan Pulse,140,0.7145774380937866
Motor Diesel Parsun Boost Helix Velocity 146HP,70,Motor Diesel Volvo Helix Evo Force 144HP,86,0.7145774380937866
Transponder AIS Boost,30,Motor Elétrico Yamaha Nautic Kraken 133HP,92,0.7145774380937866
GPS Lowrance Evo Storm Drift,37,Motor Elétrico Yamaha Nautic Kraken 133HP,92,0.7145774380937866
Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,Cabo de Nylon Bruce Nexus,102,0.7145774380937866
Rádio Simrad Tidal Aqua,47,Motor de Popa Volvo Magnum 276HP,94,0.7145774380937866
GPS Furuno Vector,39,Sonda Furuno Swift,49,0.7145774380937866
Motor de Popa Torqeedo Ultra Impulse 292HP,69,Cabo de Nylon Bruce Nexus,102,0.7145774380937866
Âncora Delta Storm Vox,134,Boia de Arqueamento Bruce Dash Titan Pulse,140,0.7145774380937866
Motor de Popa Torqeedo Ultra Impulse 292HP,69,Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,0.7145774380937866
Radar Simrad Boost,13,Boia de Arqueamento Danforth Aero Dash,111,0.7145774380937866
Rádio Simrad Tidal Aqua,47,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,0.7145774380937866
Motor de Popa Torqeedo Ultra Impulse 292HP,69,Motor Elétrico Honda Mako Axis 131HP,78,0.7145774380937866
Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,0.7145774380937866
Rádio Simrad Tidal Aqua,47,Motor Diesel Tohatsu Zenith 60HP,79,0.7145774380937866
Motor Elétrico Torqeedo Ion Orca Vox 186HP,63,Cabo de Nylon Bruce Nexus,102,0.7145774380937866
Motor Elétrico Torqeedo Pulse 300HP,71,Cabo de Nylon Bruce Nexus,102,0.7145774380937866
GPS Lowrance Evo Storm Drift,37,Sonda Furuno Swift,49,0.7145774380937866
Transponder AIS Boost,30,Sonda Furuno Swift,49,0.7145774380937866
Motor de Popa Tohatsu Poseidon Helix Prime 135HP,66,Motor Elétrico Yamaha Nautic Kraken 133HP,92,0.7145774380937866
Transponder AIS Boost,30,GPS Simrad Flow Pulse,41,0.7145774380937866
GPS AIS Nautic Thrust,21,Rádio Simrad Tidal Aqua,47,0.7145774380937866
Transponder AIS Boost,30,Corrente Bruce Nautic Evo,132,0.7145774380937866
Radar AIS Marlin,20,Âncora Delta Mako Ultra,113,0.7145774380937866
Sonda Furuno Swift,49,Âncora Delta Storm Vox,134,0.7145774380937866
Sonda Furuno Swift,49,Boia de Arqueamento Danforth Tidal Zen Swift,114,0.7145774380937866
Motor Elétrico Honda Mako Axis 131HP,78,Motor Diesel Tohatsu Zenith 60HP,79,0.7145774380937866
Motor Elétrico Honda Mako Axis 131HP,78,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,0.7145774380937866
Sonda Furuno Swift,49,Boia de Arqueamento Bruce Tidal Marlin,107,0.7145774380937866
Motor Elétrico Honda Mako Axis 131HP,78,Boia de Arqueamento Bruce Titan,108,0.7145774380937866
Sonda Furuno Swift,49,Motor de Popa Volvo Magnum 276HP,94,0.7145774380937866
Sonda Furuno Swift,49,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,0.7145774380937866
Motor Diesel Tohatsu Zenith 60HP,79,Motor Diesel Volvo Helix Evo Force 144HP,86,0.7145774380937866
Motor Diesel Tohatsu Zenith 60HP,79,Motor Elétrico Yamaha Nautic Kraken 133HP,92,0.7145774380937866
Sonda Furuno Swift,49,Motor Elétrico Torqeedo Pulse 300HP,71,0.7145774380937866
Motor de Popa Honda Vector Kinetic 174HP,57,Boia de Arqueamento Danforth Aero Dash,111,0.7145774380937866
GPS Lowrance Evo Storm Drift,37,Boia de Arqueamento Bruce Dash Titan Pulse,140,0.7145774380937866
Rádio Simrad Tidal Aqua,47,Cabo de Nylon Bruce Flux Hydro,136,0.7145774380937866
Transponder Furuno Force Ion,22,GPS Simrad Flow Pulse,41,0.7145774380937866
Motor de Popa Yamaha Mako 108HP,67,Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,0.7145774380937866
Motor Elétrico Torqeedo Pulse 300HP,71,Boia de Arqueamento Bruce Dash Titan Pulse,140,0.7145774380937866
Motor Elétrico Torqeedo Pulse 300HP,71,Corrente Bruce Nautic Evo,132,0.7145774380937866
GPS AIS Nautic Thrust,21,Âncora Delta Mako Ultra,113,0.7145774380937866
Motor Diesel Tohatsu Zenith 60HP,79,Corrente Bruce Nautic Evo,132,0.7145774380937866
GPS AIS Drift Flux Vox,12,Sonda Furuno Swift,49,0.7145774380937866
Motor Diesel Tohatsu Zenith 60HP,79,Âncora Delta Mako Ultra,113,0.7145774380937866
Corrente Bruce Current,110,Boia de Arqueamento Danforth Tidal Zen Swift,114,0.7145774380937866
GPS AIS Drift Flux Vox,12,Motor Diesel Volvo Helix Evo Force 144HP,86,0.7145774380937866
Motor de Popa Honda Vector Kinetic 174HP,57,Motor de Popa Volvo Magnum 276HP,94,0.7145774380937866
Transponder Furuno Force Ion,22,Motor de Popa Honda Vector Kinetic 174HP,57,0.7145774380937866
Piloto Automático Furuno Torque Peak,23,Sonda Furuno Swift,49,0.7145774380937866
Corrente Bruce Current,110,Boia de Arqueamento Danforth Aero Dash,111,0.7145774380937866
Transponder AIS Titan Pulse,9,Âncora Delta Mako Ultra,113,0.7145774380937866
Radar Simrad Boost,13,GPS Lowrance Evo Storm Drift,37,0.7145774380937866
Transponder AIS Titan Pulse,9,Radar Simrad Boost,13,0.7145774380937866
Transponder AIS Titan Pulse,9,Boia de Arqueamento Bruce Dash Titan Pulse,140,0.7145774380937866
Rádio AIS Oceanic Pulse,17,Motor Elétrico Yamaha Flow 204HP,93,0.7145774380937866
Motor de Popa Honda Vector Kinetic 174HP,57,Cabo de Nylon Bruce Flux Hydro,136,0.7145774380937866
Cabo de Nylon Bruce Nexus,102,Boia de Arqueamento Danforth Aero Dash,111,0.7145774380937866
Rádio AIS Oceanic Pulse,17,Sonda Furuno Swift,49,0.7145774380937866
Sonda AIS Magnum Boost,46,Âncora Delta Mako Ultra,113,0.7145774380937866
Motor Elétrico Yamaha Flow 204HP,93,Corrente Delta Boost,129,0.7145774380937866
Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,Boia de Arqueamento Bruce Tidal Marlin,107,0.7145774380937866
Radar Simrad Boost,13,Cabo de Nylon Bruce Flux Hydro,136,0.7145774380937866
Sonda AIS Magnum Boost,46,Motor Elétrico Yamaha Nautic Kraken 133HP,92,0.7145774380937866
Boia de Arqueamento Bruce Titan,108,Corrente Bruce Current,110,0.7145774380937866
Transponder AIS Titan Pulse,9,Sonda Furuno Swift,49,0.7145774380937866
Boia de Arqueamento Danforth Tidal Zen Swift,114,Boia de Arqueamento Bruce Dash Titan Pulse,140,0.7145774380937866
GPS Furuno Vector,39,Boia de Arqueamento Bruce Dash Titan Pulse,140,0.7145774380937866
